Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingVintage,EUI[kWh/m²a],Baseboard Design Size U-Factor Times Area Average [kW/K],EUI-Heating[kWh/m²a],EUI-InteriorLighting[kWh/m²a],EUI-Pumps[kWh/m²a],EUI-Cooling[kWh/m²a],GrossFloorArea[m²],HotWaterPumpDesignFlowRate[l/min],HotWaterPumpDesignPowerConsumption[kW],Baseboard Design Size Maximum Water Flow Rate Average [l/min],HeatEmissions-Total[MWh/a],HeatEmissionsZone-Exfiltration[MWh/a],HeatEmissionsZone-HVACRejectHeat[MWh/a],BoilerDesignSizeNominalCapacity[kW],CentralAirSourceHeatPumpCapacity[kW],Service Hot Water Heater Design Flow Rate [l/min],Boiler Heating Rate Average [kW],District Heating Rate Average [kW],Average District Heating Rate [kW],District Heating Hot Water Energy Sum [MJ],District Heating Inlet Temperature Average[C],District Heating Outlet Temperature Average [C],District Heating Mass Flow Rate Average [kg/s],Boiler Heating Energy Average [MJ],Boiler Inlet Temperature Average[C],Boiler Outlet Temperature Average [C],Boiler Mass Flow Rate Average [kg/s],Boiler Part Load Ratio Average,Boiler Efficiency,Baseboard Total Heating Energy Sum Average [MJ],Baseboard Hot Water Energy Sum Average[MJ],Baseboard Hot Water Mass Flow Rate Average Average [kg/s],Baseboard Air Inlet Temperature Average Average [C],Baseboard Air Outlet Temperature Average Average [C],Baseboard Water Inlet Temperature Average Average [C],Baseboard Water Outlet Temperature Average Average [C],Baseboard Total Heating Rate Average Average [kW],Baseboard Total Heating Rate Average Sum[kW],Baseboard Total Heating Energy Sum Sum [MJ],Baseboard Hot Water Energy Sum Sum[MJ],Baseboard Hot Water Mass Flow Rate Average Sum [kg/s],Baseboard Water Outlet Temperature Average Sum [C],Baseboard Water Inlet Temperature Average Sum [C],Baseboard Air Outlet Temperature Average Sum [C],Baseboard Air Inlet Temperature Average Sum [C],Water Heater Heat Loss Rate Average [kW],Water Heater Tank Temperature Average [C],Water Heater Heat Loss Energy Sum [MJ],Water Heater Use Side Mass Flow Rate Average [kg/s],Water Heater Use Side Inlet Temperature Average [C],Water Heater Use Side Outlet Temperature Average [C],Water Heater Use Side Heat Transfer Rate Average [kW],Water Heater Use Side Heat Transfer Energy Sum [MJ],Water Heater Total Demand Heat Transfer Rate Average [kW],Water Heater Heating Rate Average [kW],Water Heater Electricity Rate Average [kW],Volume [m³],Construction Area [%],Window to Wall Ratio [%]
Simulation302,Urban,38,4,2.97,Vertical-Windows,3.76,3.32,4,5,4,10.1,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,1980_2004,54.276,1.397558,6.42,14.702,0.046,0,4393.02,8.492525,0.006027,14.978166,872.325,104.080556,0,0,160.593321,8.492525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0.00485,0.005148,22.282828,23.474345,48.84068,41.153389,0.553661,7.751254,0.067901,0.067901,0.072076,576.147442,683.769521,328.640825,311.959591,0,67.014482,0,0.096807,51.20012,67.014482,-4.738123,-0.041506,4.733016,4.738071,4.738071,19768.57464,0.050467,0.225041
Simulation303,Country,171,7,3.52,Ribbon-Windows,3.46,4,4,4,3,12.07,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2007,57.135,1.112303,1.097,16.714,0.01,0,10777.5,10.226192,0.007257,12.032673,1583.658333,292.486111,0,0,294.885132,10.226192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000862,0.000862,0.000851,27.942291,28.118822,48.887946,47.492188,0.098441,3.150104,0.027595,0.027595,0.027237,1519.750015,1564.414278,899.802309,894.153315,0,67.014021,0,0.11657,51.199686,67.014021,-5.705348,-0.049979,5.700237,5.705292,0,33518.0241,0.03817,0.182478
Simulation304,Suburbs,149,6,3.08,Ribbon-Windows,3.71,2.44,3,4,3,11.05,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2013,57.635,0.834643,3.301,17.321,0.019,0,11065.79,3.253774,0.002309,9.04188,2292.825,430.563889,0,0,533.20015,3.253774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001115,0.001115,0.00115,27.721082,28.090926,48.881163,45.998942,0.127261,9.799097,0.08584,0.08584,0.088537,3541.918506,3763.849558,2163.001277,2134.523286,0,67.013638,0,0.03709,51.19948,67.013638,-1.81529,-0.015902,1.810175,1.81523,1.81523,49132.08673,0.056207,0.232478
Simulation305,Suburbs,174,5,3.66,Vertical-Windows,2.27,2.94,4,5,3,9.55,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2007,65.417,0.238142,14.803,15.338,0.023,0,3697.16,7.091348,0.005032,13.222986,721.088889,104.225,12.038889,141.059108,0,7.091348,4.873058,0,0,0,0,0,0,0.042688,42687.99195,46.481018,0.022946,0.034546,0.296902,0.003082,0.003082,0.001687,23.564122,24.426559,82.190928,69.759822,0.351792,4.92509,0.043144,0.043144,0.023619,976.63751,1150.672991,341.971823,329.897711,-0.221791,58.965139,-0.001943,0.080835,50.345166,58.965139,-3.873004,-0.033928,4.07886,4.079085,4.079085,13346.74699,0.057415,0.557428
Simulation307,Suburbs,175,10,3.07,Vertical-Windows,2.58,2.21,3,4,3,11.63,FALSE,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2016,57.237,0.530641,1.065,17.693,0.007,0,11747.74,3.650187,0.00259,5.748131,1902.572222,389.405556,0,0,378.58715,3.650187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.00034,0.000336,29.969747,30.121976,48.887501,47.701429,0.038867,3.342559,0.029281,0.029281,0.028939,4102.322936,4204.325112,2590.489918,2577.398261,-0.221805,58.967482,-0.001943,0.041609,50.334574,58.967482,-1.993547,-0.017463,2.199387,2.199461,2.199461,33950.95704,0.052812,0.157202
Simulation308,Urban,95,1,4.5,Vertical-Windows,3.33,3.29,3,4,4,11.61,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2013,60.55,0.190003,4.756,16.882,0.009,0,6918.24,5.854081,0.004154,10.573672,1033.552778,237.916667,0,0,0,5.854081,0,3.756223,3.756223,0.032905,23.215171,41.283789,0.017736,0,0,0,0,0,0,0.00104,0.00104,0.000554,28.545918,28.813008,82.209607,77.779149,0.118684,3.797884,0.033269,0.033269,0.017736,2488.932757,2630.707437,922.01627,913.469379,0,67.014666,0,0.066731,51.200392,67.014666,-3.266054,-0.028611,3.260949,3.266004,0,24490.55601,0.048984,0.543155
Simulation309,Urban,52,3,3.11,Vertical-Windows,3.78,3.49,4,4,4,9.36,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,58.714,0.89204,2.264,17.904,0.014,0,9327.16,3.884848,0.002757,9.666361,1482.736111,445.386111,0,0,436.77303,3.884848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837,0.000837,0.000844,31.085696,31.34534,48.885101,46.873883,0.095554,5.637715,0.049386,0.049386,0.04979,2765.559093,2884.220941,1849.375071,1834.05605,0,67.015301,0,0.044284,51.200917,67.015301,-2.167428,-0.018987,2.162328,2.167383,2.167383,38707.71215,0.052424,0.591426
Simulation310,Urban,58,8,4.44,Vertical-Windows,3.65,2.76,3,3,2,12.01,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2010,59.603,0.735464,4.426,16.823,0.026,0,7786.59,3.767324,0.002674,7.968691,1624.513889,264.111111,0,0,360.06405,3.767324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001381,0.001381,0.001417,25.614382,26.205251,48.87322,44.355897,0.157635,9.300482,0.081472,0.081472,0.083624,2616.997909,2883.519963,1546.109787,1511.248537,-0.221807,58.967806,-0.001943,0.042944,50.334718,58.967806,-2.057535,-0.018024,2.263378,2.263435,2.263435,34416.74902,0.054301,0.187273
Simulation311,Suburbs,136,1,3.61,Ribbon-Windows,2.87,2.55,5,5,4,12.51,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2010,60.208,0.143446,2.672,18.09,0.004,0,15482.57,5.004365,0.003551,7.982915,2327.166667,520.816667,9.102778,468.37729,0,5.004365,3.684169,0,0,0,0,0,0,0.032273,32273.32386,41.945853,0.017301,0.007866,0.251457,0.000422,0.000422,0.000227,31.068241,31.200779,82.221135,80.127944,0.048198,3.711222,0.03251,0.03251,0.017461,6169.851713,6331.027433,2402.459977,2392.254551,-0.221803,58.967234,-0.001943,0.057045,50.330945,58.967234,-2.733118,-0.023942,2.938968,2.939062,0,46292.89379,0.045697,0.197079
Simulation312,Country,115,7,3.63,Vertical-Windows,3.74,2.1,4,3,3,9.26,FALSE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2010,58.181,0.6788,2.143,17.476,0.013,0,9350.66,3.551439,0.00252,7.352811,1787.927778,334.033333,0,0,382.915627,3.551439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691,0.000691,0.000697,28.330613,28.603121,48.884912,46.726602,0.078895,5.364842,0.046996,0.046996,0.047374,3177.408929,3324.174004,1945.012246,1926.481704,0,67.013715,0,0.040483,51.199323,67.013715,-1.981415,-0.017357,1.976301,1.981356,1.981356,33942.88941,0.055653,0.218709
Simulation315,City,111,3,3.94,Vertical-Windows,2.28,2.62,5,5,2,11.91,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2007,68.176,0.145465,10.699,17.788,0.016,0,4409.71,3.215662,0.002282,8.094906,872.508333,163.991667,0,0,0,3.215662,0,5.385576,5.385576,0.047178,22.256923,46.501483,0.026073,0,0,0,0,0,0,0.001495,0.001495,0.000815,25.199401,25.798601,82.178705,73.053271,0.17071,5.462727,0.047853,0.047853,0.026073,2337.704667,2629.718552,825.555222,806.380818,-0.22181,58.968392,-0.001943,0.036656,50.336274,58.968392,-1.756246,-0.015385,1.962088,1.962192,0,17374.26339,0.063852,0.22268
Simulation318,Urban,161,6,2.81,Vertical-Windows,2.22,3.85,5,5,4,7.29,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2004,60.535,0.163345,1.765,17.919,0.005,0,14438.19,8.281718,0.005877,9.089926,2178.216667,482.602778,0,0,0,8.281718,0,2.909572,2.909572,0.025488,23.111836,40.511683,0.013456,0,0,0,0,0,0,0.000436,0.000436,0.000228,30.681203,30.803945,82.219666,80.23859,0.04974,2.93464,0.025707,0.025707,0.013456,4734.076835,4850.96029,1817.432768,1810.190988,-0.221797,58.966136,-0.001943,0.094404,50.32817,58.966136,-4.523045,-0.039622,4.728917,4.729033,4.729033,40571.31584,0.042396,0.166489
Simulation319,Suburbs,134,7,3.51,Horizontal-Windows,2.26,3.2,4,4,3,12.87,FALSE,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2013,60.358,0.155139,4.485,17.443,0.006,0,11692.12,4.360243,0.003094,8.6338,1884.072222,441.927778,11.536111,447.357256,0,4.360243,4.669182,0,0,0,0,0,0,0.040902,40902.03486,42.52418,0.021434,0.010437,0.252703,0.000607,0.000607,0.000321,30.391049,30.588846,82.218608,78.933611,0.069253,4.709197,0.041253,0.041253,0.021832,5367.485582,5590.86534,2080.041496,2066.591347,0,67.014142,0,0.049703,51.200077,67.014142,-2.432562,-0.021309,2.427452,2.432507,2.432507,41039.33783,0.049044,0.349901
Simulation320,Urban,117,8,3.56,Vertical-Windows,2.08,3.72,4,3,2,10.52,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,pre_1980,58.995,0.629548,3.051,17.802,0.017,0,8723.37,2.499147,0.001774,6.822163,1885.677778,357.002778,0,0,402.303315,2.499147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812,0.000812,0.000805,27.447519,27.809295,48.883703,46.044984,0.092651,7.134147,0.062495,0.062495,0.061978,3545.463755,3764.045166,2141.315695,2113.458953,-0.221822,58.970326,-0.001943,0.028488,50.336764,58.970326,-1.364926,-0.011957,1.570773,1.570854,1.570854,31055.19805,0.063548,0.207231
Simulation321,Urban,69,1,3.69,Horizontal-Windows,2.86,2.57,4,4,3,11.62,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_TanklessHeater,2007,65.49,0.168028,16.623,15.253,0.028,0,2489.37,4.431507,0.003145,9.330826,525.322222,67.8,0,0,0,4.431507,0,4.723909,4.723909,0.041381,22.611239,49.271596,0.023078,0,0,0,0,0,0,0.003002,0.003002,0.001648,22.509556,23.705408,82.134575,66.206701,0.342706,4.79788,0.042029,0.042029,0.023078,926.893817,1149.88405,331.875718,315.13379,0,67.014343,0,0.050515,51.200336,67.014343,-2.472301,-0.021657,2.467193,2.472247,2.472247,9185.759566,0.071056,0.325158
Simulation322,Suburbs,81,2,3.93,Vertical-Windows,2.1,3.22,3,4,3,7.1,TRUE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2010,67.074,0.122886,11.964,16.342,0.021,0,2793.38,4.076875,0.002893,6.838196,617.808333,91.391667,0,0,0,4.076875,0,3.815135,3.815135,0.033421,22.106904,46.329091,0.018384,0,0,0,0,0,0,0.001475,0.001475,0.000799,23.941875,24.666525,82.166715,71.339292,0.168354,3.872132,0.03392,0.03392,0.018384,1640.803726,1889.834454,567.330065,550.663129,-0.221813,58.968759,-0.001943,0.046473,50.334695,58.968759,-2.226601,-0.019505,2.432452,2.432542,2.432542,10977.99205,0.069194,0.189326
Simulation325,Urban,85,10,2.86,Horizontal-Windows,2.46,3.04,5,5,2,12.25,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,59.43,0.678088,0.88,18.539,0.006,0,16630.09,4.025714,0.002857,7.346807,2498.008333,601.866667,0,0,534.518839,4.025714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0.00036,0.000357,31.534607,31.66821,48.888099,47.869321,0.041109,3.905355,0.034211,0.034211,0.033953,4547.585482,4644.369383,3008.479974,2995.787666,-0.221807,58.967905,-0.001943,0.04589,50.336711,58.967905,-2.198632,-0.01926,2.404478,2.404592,0,47562.06312,0.047608,0.26823
Simulation326,Country,31,9,3.47,Vertical-Windows,3.58,3.24,4,5,3,9.66,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2013,58.999,0.980057,0.535,17.964,0.004,0,24314.24,8.741587,0.006204,10.611267,3622.961111,855.113889,0,0,698.8862,8.741587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000352,0.000352,0.000355,32.963612,33.045234,48.88857,48.276622,0.040225,3.459339,0.030304,0.030304,0.030512,4151.789493,4204.417023,2841.890142,2834.87061,0,67.013833,0,0.099647,51.199483,67.013833,-4.877074,-0.042723,4.871962,4.877017,0,84370.42335,0.03563,0.206902
Simulation327,City,34,5,2.82,Vertical-Windows,3.09,2.97,3,4,3,7.06,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,pre_1980,58.168,0.579528,1.167,17.311,0.009,0,8007.38,5.533083,0.003927,6.274422,1130.544444,242.555556,0,0,240.261689,5.533083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437,0.000437,0.000427,28.960593,29.137959,48.887878,47.495481,0.049918,2.495915,0.021864,0.021864,0.021366,2374.774056,2444.393919,1456.897948,1448.029669,-0.221796,58.965988,-0.001943,0.063072,50.328929,58.965988,-3.021863,-0.026472,3.22771,3.227788,3.227788,22580.80539,0.049449,0.162588
Simulation328,City,67,8,4.19,Horizontal-Windows,2.92,3.41,4,3,4,11.76,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,57.436,1.096305,1.858,17.136,0.011,0,18147.59,5.788889,0.004108,11.874656,2753.516667,663.719444,0,0,700.24909,5.788889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001026,0.001026,0.001034,29.853437,30.124327,48.885621,46.783869,0.117132,9.019184,0.079008,0.079008,0.079589,3602.35788,3764.192807,2319.573184,2298.714687,-0.221808,58.967956,-0.001943,0.065988,50.334057,58.967956,-3.161639,-0.027696,3.367501,3.367658,3.367658,76038.42067,0.041275,0.372261
Simulation329,Urban,140,1,3.81,Horizontal-Windows,2.21,2.59,4,3,2,8.94,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Gas_WaterHeater,2016,80.941,0.101004,27.773,15.68,0.039,0,1129.9,1.848747,0.001312,5.606077,295.216667,38.325,0,0,0,1.848747,0,3.582377,3.582377,0.031382,21.85744,53.363094,0.015984,0,0,0,0,0,0,0.002265,0.002265,0.001142,22.068626,23.55072,82.174252,63.150551,0.258603,3.620438,0.031715,0.031715,0.015984,884.107718,1150.439529,329.710083,308.96077,-0.221826,58.97092,-0.001943,0.021074,50.348357,58.97092,-1.009714,-0.008845,1.215559,1.215596,0,4304.910847,0.10785,0.320381
Simulation330,Suburbs,173,9,4.44,Vertical-Windows,2.87,2.7,5,4,3,9.14,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,1980_2004,63.154,0.178751,5.098,18.133,0.008,0,14876.53,4.671947,0.003316,9.948246,2996.683333,624.730556,0,0,0,4.671947,0,8.657363,8.657363,0.075839,25.313811,46.326056,0.0461,0,0,0,0,0,0,0.000896,0.000896,0.000536,28.531633,28.806009,82.199694,77.651313,0.102253,8.793752,0.077033,0.077033,0.0461,6678.012921,7069.173722,2477.316753,2453.720451,0,67.014099,0,0.053256,51.199892,67.014099,-2.606509,-0.022833,2.601398,2.606453,2.606453,66051.79409,0.046876,0.230222
Simulation331,Suburbs,125,7,4.49,Vertical-Windows,2.84,2.32,4,5,3,8.06,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,pre_1980,62.053,0.797578,2.985,17.962,0.019,0,10353.38,4.965564,0.003524,8.640068,2079.538889,403.125,0,0,449.952678,4.965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001072,0.001072,0.001107,27.213028,27.618087,48.882961,45.791532,0.122355,8.320153,0.072885,0.072885,0.075263,3113.824169,3324.041367,1878.029947,1850.485878,-0.221806,58.967717,-0.001943,0.056603,50.328618,58.967717,-2.711949,-0.023757,2.917802,2.917939,0,46486.66169,0.049252,0.22636
Simulation332,Urban,6,9,3.37,Ribbon-Windows,2.82,2.33,3,3,3,11.15,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2019,57.611,0.62693,2.062,17.157,0.012,0,10016.88,2.971109,0.002108,6.795202,1446.027778,383.022222,0,0,447.55006,2.971109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561,0.000561,0.000552,30.825119,31.091034,48.886181,46.725756,0.064064,5.509495,0.048263,0.048263,0.047435,4018.415024,4204.211564,2673.828926,2650.96023,0,67.014625,0,0.033868,51.200417,67.014625,-1.657599,-0.014521,1.652493,1.657548,0,33756.88459,0.057315,0.505503
Simulation333,Urban,73,9,4.5,Vertical-Windows,2.98,2.89,3,5,2,12.21,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2010,63.997,0.173419,7.357,17.796,0.012,0,14214.44,4.636052,0.00329,9.651018,2755.583333,536.558333,0,0,0,4.636052,0,11.937396,11.937396,0.104572,23.882412,47.387269,0.063809,0,0,0,0,0,0,0.001237,0.001237,0.000742,27.723948,28.117218,82.178442,75.808604,0.141179,12.141379,0.106358,0.106358,0.063809,6519.539927,7067.346017,2418.080723,2384.259546,-0.221804,58.9673,-0.001943,0.052847,50.336147,58.9673,-2.531978,-0.02218,2.737826,2.737929,2.737929,63964.96245,0.049227,0.252478
Simulation335,Urban,47,1,3.27,Vertical-Windows,2.36,2.57,3,4,3,12.12,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,63.779,0.127078,15.281,14.903,0.026,0,1999.58,3.656768,0.002595,7.059415,419.622222,50.008333,0,0,0,3.656768,0,3.487993,3.487993,0.030555,21.927797,48.658293,0.016462,0,0,0,0,0,0,0.002211,0.002211,0.001176,22.335085,23.497893,82.163002,66.394451,0.252356,3.532983,0.030949,0.030949,0.016462,929.522307,1150.28203,328.970504,312.691189,-0.22181,58.968332,-0.001943,0.041684,50.331208,58.968332,-1.99714,-0.017495,2.202985,2.203051,2.203051,6538.610695,0.076815,0.161221
Simulation336,Country,154,2,3.5,Horizontal-Windows,2.48,2.2,4,5,3,12.39,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2004,58.389,0.716409,4.571,16.468,0.029,0,3438.32,4.111844,0.002918,7.756918,687.644444,103.547222,0,0,136.6337,4.111844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001619,0.001619,0.001604,24.508115,25.172101,48.883272,44.119554,0.18477,4.249715,0.037228,0.037228,0.036891,1014.74974,1124.315259,578.958314,563.686656,-0.221806,58.967723,-0.001943,0.046871,50.333383,58.967723,-2.245718,-0.019672,2.451563,2.451696,2.451696,12034.10824,0.065308,0.354847
Simulation337,Suburbs,141,2,3.2,Ribbon-Windows,3.39,2.21,4,4,2,9.93,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2010,65.644,0.129284,11.309,16.926,0.018,0,2973.91,3.226385,0.00229,7.194665,530.861111,98.536111,0,0,0,3.226385,0,3.839074,3.839074,0.03363,21.448762,45.201822,0.017152,0,0,0,0,0,0,0.001477,0.001477,0.000746,25.270526,25.925515,82.202906,72.523923,0.168588,3.877514,0.033967,0.033967,0.017152,1668.050234,1890.66683,596.286842,581.222097,-0.221819,58.969814,-0.001943,0.036778,50.327761,58.969814,-1.762113,-0.015436,1.967964,1.968066,1.968066,9516.511056,0.074911,0.540322
Simulation338,Country,145,7,3.04,Vertical-Windows,3.23,3.02,4,3,2,12.13,FALSE,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2016,58.34,0.127001,3.317,17.596,0.005,0,10351.58,3.150612,0.002236,7.06783,1824.475,352.1,0,0,0,3.150612,0,3.919475,3.919475,0.034335,22.292268,42.471479,0.018305,0,0,0,0,0,0,0.00051,0.00051,0.000269,29.212018,29.400762,82.214752,79.07602,0.058267,3.962137,0.034708,0.034708,0.018305,5377.169343,5590.603145,1999.251793,1986.417237,-0.221811,58.968548,-0.001943,0.035914,50.330349,58.968548,-1.720715,-0.015073,1.926557,1.92666,1.92666,31468.80782,0.055301,0.193158
Simulation339,Urban,136,3,3.38,Vertical-Windows,3.1,3.53,3,4,2,10.73,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2013,60.783,0.148137,6.765,16.922,0.012,0,5675.04,4.7126,0.003344,8.242941,1000.252778,165.694444,0,0,0,4.7126,0,4.38257,4.38257,0.038391,22.170865,44.541867,0.02075,0,0,0,0,0,0,0.001214,0.001214,0.000648,25.743385,26.156262,82.201113,75.522211,0.138573,4.434346,0.038845,0.038845,0.02075,2416.710765,2630.435623,837.000399,823.788311,-0.221801,58.966878,-0.001943,0.05372,50.336012,58.966878,-2.573794,-0.022546,2.77964,2.77974,2.77974,19181.63452,0.054647,0.192765
Simulation340,Suburbs,140,3,4.02,Vertical-Windows,3.67,3.33,3,4,2,11.57,FALSE,External-Shading,Passive,BoilerBaseboard,Electric_WaterHeater,1980_2004,61.517,0.182685,7.966,16.857,0.011,0,6543.18,5.263014,0.003735,10.16521,1217.219444,212.341667,11.466667,247.861985,0,5.263014,4.641062,0,0,0,0,0,0,0.040656,40655.7029,43.179544,0.022335,0.018724,0.262853,0.001282,0.001282,0.000713,26.45386,26.799954,82.214143,76.588928,0.146346,4.683058,0.041024,0.041024,0.022812,2450.84569,2630.85257,857.598523,846.523519,-0.221797,58.966223,-0.001943,0.059994,50.33323,58.966223,-2.874407,-0.02518,3.080254,3.080376,3.080376,26303.5713,0.052691,0.227589
Simulation341,Suburbs,3,1,4.14,Vertical-Windows,2.9,2.96,4,4,2,8.08,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,71.394,0.151381,18.156,16.037,0.03,0,1929.68,3.696698,0.002623,8.400324,490.741667,64.608333,0,0,0,3.696698,0,3.999489,3.999489,0.035036,22.869027,50.72956,0.019516,0,0,0,0,0,0,0.002544,0.002544,0.001394,22.440263,23.616621,82.128505,66.554716,0.290408,4.065706,0.035616,0.035616,0.019516,931.766029,1149.799075,330.6327,314.163685,-0.221803,58.967224,-0.001943,0.042139,50.338509,58.967224,-2.018969,-0.017686,2.224808,2.224883,2.224883,7988.888448,0.080602,0.238659
Simulation343,Suburbs,57,2,2.99,Ribbon-Windows,2.44,2.91,3,4,4,9.72,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,55.314,0.719081,2.439,15.876,0.018,0,4078.75,5.504014,0.003906,7.776614,636.361111,115.608333,0,0,136.980641,5.504014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001013,0.001013,0.000993,26.271855,26.650673,48.885273,45.886637,0.115687,2.660801,0.023309,0.023309,0.022839,1055.392661,1124.361281,612.965488,604.252668,-0.221806,58.967594,-0.001943,0.062741,50.335746,58.967594,-3.006071,-0.026333,3.211928,3.212048,3.212048,12195.47379,0.05644,0.460713
Simulation345,Urban,110,2,3.34,Vertical-Windows,3.27,2.54,3,3,3,11.42,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,2013,58.5,0.133902,8.57,15.804,0.015,0,3636.45,3.755735,0.002665,7.449977,668.969444,97.116667,0,0,0,3.755735,0,3.557448,3.557448,0.031163,21.890559,44.221061,0.016561,0,0,0,0,0,0,0.001371,0.001371,0.00072,24.509691,25.060163,82.196117,73.321297,0.156493,3.59933,0.03153,0.03153,0.016561,1686.389842,1890.510684,576.38374,563.722894,0,67.013848,0,0.042812,51.199432,67.013848,-2.095402,-0.018356,2.090289,2.095344,2.095344,12145.72749,0.063465,0.173581
Simulation346,Urban,127,9,2.82,Horizontal-Windows,3.3,3.64,3,3,3,10.93,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2016,56.283,0.724752,0.58,17.171,0.004,0,18127.31,5.431613,0.003855,7.848141,2379.525,583.45,0,0,516.899425,5.431613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284,0.000284,0.000279,33.333739,33.429289,48.888596,48.131424,0.032472,2.792549,0.024463,0.024463,0.023994,4139.302443,4204.419247,2874.918833,2866.70156,-0.221809,58.968236,-0.001943,0.061916,50.325745,58.968236,-2.96648,-0.025986,3.17234,3.172501,0,51119.01194,0.042155,0.256271
Simulation347,Urban,167,3,4.25,Vertical-Windows,3.14,3.62,4,3,2,8.54,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2013,59.788,0.859428,4.478,17.273,0.027,0,4942.28,3.671332,0.002605,9.309708,1077.605556,186.338889,0,0,228.153346,3.671332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001631,0.001631,0.001643,25.454167,25.985922,48.87813,44.89655,0.186159,5.957103,0.052184,0.052184,0.052591,1436.689585,1564.100149,831.549499,814.533345,0,67.013952,0,0.04185,51.199629,67.013952,-2.048288,-0.017943,2.043177,2.048231,0,21004.70972,0.059998,0.243795
